full_path,is_directory,name,id,Franchise Name,PRIMARYKEY,,,,,Date Last Mod,Size,Folder
C:\Users\mille\MinerU\Milkshop_Japan_Inc_FDD_2024_ID636925.pdf-ef667951-7022-4cde-8aa5-51e12303ded0\7334701e-05d5-495f-a990-d9924b3333b2_content_list.json,FALSE,7334701e-05d5-495f-a990-d9924b3333b2_content_list.json,636925,Milkshop Japan Inc,661,,,,,4/2/2025 13:00,636699,Milkshop_Japan_Inc_FDD_2024_ID636925.pdf-ef667951-7022-4cde-8aa5-51e12303ded0
C:\Users\mille\MinerU\MiniLuxe_Franchise_LLC_FDD_2024_ID635466.pdf-b90a91d6-7961-412c-943e-461a10fa7c2d\027f559e-e541-443d-a309-6cb02b6cd3be_content_list.json,FALSE,027f559e-e541-443d-a309-6cb02b6cd3be_content_list.json,635466,MiniLuxe Franchise LLC,662,,,,,4/2/2025 13:01,691530,MiniLuxe_Franchise_LLC_FDD_2024_ID635466.pdf-b90a91d6-7961-412c-943e-461a10fa7c2d
C:\Users\mille\MinerU\Miniso_Depot_Franchisor_LLC_FDD_2024_ID636135.pdf-2be434d9-c5b8-4c21-bee4-9b2537fd9a61\ed596e37-ac38-4720-92f1-6bcecb50a287_content_list.json,FALSE,ed596e37-ac38-4720-92f1-6bcecb50a287_content_list.json,636135,Miniso Depot Franchisor LLC,663,,,,,4/2/2025 13:03,818020,Miniso_Depot_Franchisor_LLC_FDD_2024_ID636135.pdf-2be434d9-c5b8-4c21-bee4-9b2537fd9a61
C:\Users\mille\MinerU\MINT_CONDITION_FRANCHISES_GROUP_LLC_FDD_2024_ID636485.pdf-75191cc2-447f-46d5-9f40-84efcfe1c752\166c0c42-53c0-4103-8440-91bd80400c16_content_list.json,FALSE,166c0c42-53c0-4103-8440-91bd80400c16_content_list.json,636485,MINT CONDITION FRANCHISES GROUP LLC,664,,,,,4/2/2025 12:43,713543,MINT_CONDITION_FRANCHISES_GROUP_LLC_FDD_2024_ID636485.pdf-75191cc2-447f-46d5-9f40-84efcfe1c752
C:\Users\mille\MinerU\Minuteman_Press_International_Inc_FDD_2024_ID635436.pdf-7c06cd3d-31dc-4acf-8fc3-16bc1fde50e9\952cd645-3a6e-4866-b4b7-815c82f9075b_content_list.json,FALSE,952cd645-3a6e-4866-b4b7-815c82f9075b_content_list.json,635436,Minuteman Press International Inc,665,,,,,4/2/2025 13:01,583806,Minuteman_Press_International_Inc_FDD_2024_ID635436.pdf-7c06cd3d-31dc-4acf-8fc3-16bc1fde50e9
C:\Users\mille\MinerU\Miracle-Ear_Inc_FDD_2024_ID635654.pdf-f12eeafa-eeff-49b0-8e8a-e9fd161fd801\55052f00-12a7-41cb-a424-4166ac6291ed_content_list.json,FALSE,55052f00-12a7-41cb-a424-4166ac6291ed_content_list.json,635654,Miracle-Ear Inc,666,,,,,4/2/2025 13:22,1398568,Miracle-Ear_Inc_FDD_2024_ID635654.pdf-f12eeafa-eeff-49b0-8e8a-e9fd161fd801
C:\Users\mille\MinerU\Miracle_Method_LLC_FDD_2024_ID636524.pdf-59098012-3568-429a-a2bf-600cb0408468\51f84bea-3a8f-4a4b-b026-ca904c4e6075_content_list.json,FALSE,51f84bea-3a8f-4a4b-b026-ca904c4e6075_content_list.json,636524,Miracle Method LLC,667,,,,,4/2/2025 13:00,882112,Miracle_Method_LLC_FDD_2024_ID636524.pdf-59098012-3568-429a-a2bf-600cb0408468
C:\Users\mille\MinerU\Mister_Softee_Franchise_LLC_FDD_2024_ID635525.pdf-38c79556-c3b4-4e55-a9d6-2fa74334ba28\3f3d1b70-d3d0-4e50-94b6-674b57df0177_content_list.json,FALSE,3f3d1b70-d3d0-4e50-94b6-674b57df0177_content_list.json,635525,Mister Softee Franchise LLC,668,,,,,4/2/2025 13:00,415574,Mister_Softee_Franchise_LLC_FDD_2024_ID635525.pdf-38c79556-c3b4-4e55-a9d6-2fa74334ba28
C:\Users\mille\MinerU\MLA_EngineeringLLC_FDD_2025_ID637704.pdf-f7de5f2b-26b8-4ca8-9d07-00fbaef6b5a1\e97ad25e-1a3b-4bed-b1ce-df5b74a0f0c9_content_list.json,FALSE,e97ad25e-1a3b-4bed-b1ce-df5b74a0f0c9_content_list.json,637704,MLA EngineeringLLC,669,,,,,4/2/2025 12:29,2727,MLA_EngineeringLLC_FDD_2025_ID637704.pdf-f7de5f2b-26b8-4ca8-9d07-00fbaef6b5a1
C:\Users\mille\MinerU\MMI-CPR_LLC_FDD_2024_ID635600.pdf-6b008a09-efe5-4224-a9dc-5c0f2d0cdc52\9ce070f2-1771-4522-8472-3ea6292b5835_content_list.json,FALSE,9ce070f2-1771-4522-8472-3ea6292b5835_content_list.json,635600,MMI-CPR LLC,670,,,,,4/2/2025 12:34,778227,MMI-CPR_LLC_FDD_2024_ID635600.pdf-6b008a09-efe5-4224-a9dc-5c0f2d0cdc52
C:\Users\mille\MinerU\Mobiledumps_Franchising_LLC_FDD_2024_ID635450.pdf-325f8480-4e5f-4254-aba9-39748b2b8b81\377d3715-02a3-480d-8341-dc3ed603f0e9_content_list.json,FALSE,377d3715-02a3-480d-8341-dc3ed603f0e9_content_list.json,635450,Mobiledumps Franchising LLC,671,,,,,4/2/2025 13:01,412502,Mobiledumps_Franchising_LLC_FDD_2024_ID635450.pdf-325f8480-4e5f-4254-aba9-39748b2b8b81
C:\Users\mille\MinerU\Mobility_City_Holdings_Inc_FDD_2024_ID635316.pdf-7f1bf4a9-71f1-47a6-8018-bac46bb0db08\cd6e595a-072e-4368-b18d-9681c99be7da_content_list.json,FALSE,cd6e595a-072e-4368-b18d-9681c99be7da_content_list.json,635316,Mobility City Holdings Inc,672,,,,,4/2/2025 13:01,455058,Mobility_City_Holdings_Inc_FDD_2024_ID635316.pdf-7f1bf4a9-71f1-47a6-8018-bac46bb0db08
C:\Users\mille\MinerU\Mobility_Plus_Home_Access_LLC_FDD_2024_ID636085.pdf-29ca85db-22b4-4884-8a1e-831400ab0c44\8bdd657d-38fc-4640-9f42-eb8e578f3dca_content_list.json,FALSE,8bdd657d-38fc-4640-9f42-eb8e578f3dca_content_list.json,636085,Mobility Plus Home Access LLC,673,,,,,4/2/2025 13:01,383513,Mobility_Plus_Home_Access_LLC_FDD_2024_ID636085.pdf-29ca85db-22b4-4884-8a1e-831400ab0c44
C:\Users\mille\MinerU\Mobility_Plus_Stores_LLC_FDD_2025_ID.pdf-17c4751e-1ebe-4a15-90fa-64f0bf932a44\3365c981-38b3-4614-b05e-7e89207cd06c_content_list.json,FALSE,3365c981-38b3-4614-b05e-7e89207cd06c_content_list.json,,Mobility Plus Stores LLC,674,,,,,4/2/2025 13:01,456295,Mobility_Plus_Stores_LLC_FDD_2025_ID.pdf-17c4751e-1ebe-4a15-90fa-64f0bf932a44
C:\Users\mille\MinerU\Mobility_Plus_Systems_LLC_FDD_2024_ID636526.pdf-01d2efbb-188e-4771-8749-a427c07bc7b2\e5fd11cf-0d46-4e19-817b-b688b29ce99e_content_list.json,FALSE,e5fd11cf-0d46-4e19-817b-b688b29ce99e_content_list.json,636526,Mobility Plus Systems LLC,675,,,,,4/2/2025 13:01,420726,Mobility_Plus_Systems_LLC_FDD_2024_ID636526.pdf-01d2efbb-188e-4771-8749-a427c07bc7b2
C:\Users\mille\MinerU\Mobius_Franchising_LLC_FDD_2025_ID637715.pdf-2360027f-7247-442a-8116-b598d405f2dc\9b970806-e8cd-440b-a9dd-3f929cca24c3_content_list.json,FALSE,9b970806-e8cd-440b-a9dd-3f929cca24c3_content_list.json,637715,Mobius Franchising LLC,676,,,,,4/2/2025 13:03,819938,Mobius_Franchising_LLC_FDD_2025_ID637715.pdf-2360027f-7247-442a-8116-b598d405f2dc
C:\Users\mille\MinerU\Mochinut_Franchise_Inc_FDD_2024_ID636418.pdf-33b04c07-0103-46a3-a0a5-ad3c4c78b702\6666d3d8-fd33-4da4-b7c9-dc5367e678f5_content_list.json,FALSE,6666d3d8-fd33-4da4-b7c9-dc5367e678f5_content_list.json,636418,Mochinut Franchise Inc,677,,,,,4/2/2025 13:01,658933,Mochinut_Franchise_Inc_FDD_2024_ID636418.pdf-33b04c07-0103-46a3-a0a5-ad3c4c78b702
C:\Users\mille\MinerU\Modern_Market_Franchising_LLC_FDD_2024_ID636659.pdf-c4fed71f-5382-4c74-a4a7-ed453cb46701\9e2117a2-467a-4e90-b84e-e44be620ad0f_content_list.json,FALSE,9e2117a2-467a-4e90-b84e-e44be620ad0f_content_list.json,636659,Modern Market Franchising LLC,678,,,,,4/2/2025 13:01,727874,Modern_Market_Franchising_LLC_FDD_2024_ID636659.pdf-c4fed71f-5382-4c74-a4a7-ed453cb46701
C:\Users\mille\MinerU\Moldman_Franchisor_LLC_FDD_2024_ID636200.pdf-775b7748-2175-43c3-845e-44e3cba3a054\2755de89-41e7-46fb-af65-92f3b768c51d_content_list.json,FALSE,2755de89-41e7-46fb-af65-92f3b768c51d_content_list.json,636200,Moldman Franchisor LLC,679,,,,,4/2/2025 13:03,588241,Moldman_Franchisor_LLC_FDD_2024_ID636200.pdf-775b7748-2175-43c3-845e-44e3cba3a054
C:\Users\mille\MinerU\MOLD_MEDICS_FRANCHISING_LLC_FDD_2024_ID636523.pdf-7a600e6f-8e86-4c4c-8708-cd04b7e130b3\9aec15f5-d078-40fb-bdd0-91b0a3ed02c5_content_list.json,FALSE,9aec15f5-d078-40fb-bdd0-91b0a3ed02c5_content_list.json,636523,MOLD MEDICS FRANCHISING LLC,680,,,,,4/2/2025 12:32,654506,MOLD_MEDICS_FRANCHISING_LLC_FDD_2024_ID636523.pdf-7a600e6f-8e86-4c4c-8708-cd04b7e130b3
C:\Users\mille\MinerU\Monical_Pizza_Corporation_FDD_2024_ID636100.pdf-a4e4a79f-61e9-4d37-b30e-8548a1d5a626\0073f5c8-fb55-4f9a-a3e0-bfe034ebdc75_content_list.json,FALSE,0073f5c8-fb55-4f9a-a3e0-bfe034ebdc75_content_list.json,636100,Monical Pizza Corporation,681,,,,,4/2/2025 13:03,805017,Monical_Pizza_Corporation_FDD_2024_ID636100.pdf-a4e4a79f-61e9-4d37-b30e-8548a1d5a626
C:\Users\mille\MinerU\Monkburger_Franchise_Group_LLC_FDD_2024_ID637481.pdf-b56dd73c-a282-49e4-a57f-c4c043b585c2\ac12757a-29f9-4799-91ce-f723dfcccb08_content_list.json,FALSE,ac12757a-29f9-4799-91ce-f723dfcccb08_content_list.json,637481,Monkburger Franchise Group LLC,682,,,,,4/2/2025 13:03,784768,Monkburger_Franchise_Group_LLC_FDD_2024_ID637481.pdf-b56dd73c-a282-49e4-a57f-c4c043b585c2
C:\Users\mille\MinerU\Montessori_School_Franchising_LLC_FDD_2024_ID636642.pdf-5bd067e2-5011-4abc-bd53-1b4902fcdec7\5192b6f9-7d48-42d7-a6d2-de3cb8ec6c6f_content_list.json,FALSE,5192b6f9-7d48-42d7-a6d2-de3cb8ec6c6f_content_list.json,636642,Montessori School Franchising LLC,683,,,,,4/2/2025 13:03,773144,Montessori_School_Franchising_LLC_FDD_2024_ID636642.pdf-5bd067e2-5011-4abc-bd53-1b4902fcdec7
C:\Users\mille\MinerU\MOOYAH_Franchising_LLC_FDD_2024_ID636127.pdf-b8240afb-4438-474b-bbc7-491d27ce6139\e71f039d-24cd-4166-af0d-a297ecc6066e_content_list.json,FALSE,e71f039d-24cd-4166-af0d-a297ecc6066e_content_list.json,636127,MOOYAH Franchising LLC,684,,,,,4/2/2025 12:33,807230,MOOYAH_Franchising_LLC_FDD_2024_ID636127.pdf-b8240afb-4438-474b-bbc7-491d27ce6139
C:\Users\mille\MinerU\Moran_Industries_Inc_FDD_2024_ID635482.pdf-ef0bbe6e-ff86-4fa0-9119-4d30e1b56da6\ef23dda6-08ad-43ab-b841-ce7e77c4e53a_content_list.json,FALSE,ef23dda6-08ad-43ab-b841-ce7e77c4e53a_content_list.json,635482,Moran Industries Inc,685,,,,,4/2/2025 13:03,614627,Moran_Industries_Inc_FDD_2024_ID635482.pdf-ef0bbe6e-ff86-4fa0-9119-4d30e1b56da6
C:\Users\mille\MinerU\MosquitoNix_Franchise_LLC_FDD_2024_ID635464.pdf-719a9bf6-4669-4526-aec7-c9bac49de01a\83bc6e13-368b-4a36-a825-b7636a32d805_content_list.json,FALSE,83bc6e13-368b-4a36-a825-b7636a32d805_content_list.json,635464,MosquitoNix Franchise LLC,686,,,,,4/2/2025 13:03,583107,MosquitoNix_Franchise_LLC_FDD_2024_ID635464.pdf-719a9bf6-4669-4526-aec7-c9bac49de01a
C:\Users\mille\MinerU\Mosquito_Hunters_LLC_FDD_2024_ID636791.pdf-0b479936-dbc5-4f7f-827f-09010f65ef26\095fb94a-fa4e-4f2c-a9d2-0f8f976f2004_content_list.json,FALSE,095fb94a-fa4e-4f2c-a9d2-0f8f976f2004_content_list.json,636791,Mosquito Hunters LLC,687,,,,,4/2/2025 13:03,762864,Mosquito_Hunters_LLC_FDD_2024_ID636791.pdf-0b479936-dbc5-4f7f-827f-09010f65ef26
C:\Users\mille\MinerU\Mosquito_Squad_Franchising_SPE_LLC_FDD_2024_ID636318.pdf-c00883d0-5e84-44b2-b63d-7e3aee444706\29f59784-7c05-48cc-bb4b-68433b72b257_content_list.json,FALSE,29f59784-7c05-48cc-bb4b-68433b72b257_content_list.json,636318,Mosquito Squad Franchising SPE LLC,688,,,,,4/2/2025 13:04,995817,Mosquito_Squad_Franchising_SPE_LLC_FDD_2024_ID636318.pdf-c00883d0-5e84-44b2-b63d-7e3aee444706
C:\Users\mille\MinerU\Mossy_Oak_Properties_Inc_FDD_2024_ID636190.pdf-570f3ad7-6dcf-4093-a775-453486108b37\d37e5c32-ca2f-417d-9304-48f12b2bb7f5_content_list.json,FALSE,d37e5c32-ca2f-417d-9304-48f12b2bb7f5_content_list.json,636190,Mossy Oak Properties Inc,689,,,,,4/2/2025 13:03,590482,Mossy_Oak_Properties_Inc_FDD_2024_ID636190.pdf-570f3ad7-6dcf-4093-a775-453486108b37
C:\Users\mille\MinerU\Motto_Franchising_LLC_FDD_2024_ID636028.pdf-37d81669-773e-4184-9b81-fabea0bc4d10\554d3814-3c48-4479-b309-69d91096f057_content_list.json,FALSE,554d3814-3c48-4479-b309-69d91096f057_content_list.json,636028,Motto Franchising LLC,690,,,,,4/2/2025 13:04,1158887,Motto_Franchising_LLC_FDD_2024_ID636028.pdf-37d81669-773e-4184-9b81-fabea0bc4d10
C:\Users\mille\MinerU\MOTW_Coffee__Pastries_Franchising_LLC_FDD_2024_ID636582.pdf-01a31e46-1299-4129-b9f5-95cb03765c1c\ff96ca8e-8fac-4b20-9d59-531e35325e26_content_list.json,FALSE,ff96ca8e-8fac-4b20-9d59-531e35325e26_content_list.json,636582,MOTW Coffee  Pastries Franchising LLC,691,,,,,4/2/2025 12:31,509036,MOTW_Coffee__Pastries_Franchising_LLC_FDD_2024_ID636582.pdf-01a31e46-1299-4129-b9f5-95cb03765c1c
C:\Users\mille\MinerU\Mountain_Mikes_Pizza_LLC_FDD_2024_ID635894.pdf-3293b738-9585-4518-a269-5480ae9b1ba4\c6dcdd46-debe-4b4b-b224-06c33d02d331_content_list.json,FALSE,c6dcdd46-debe-4b4b-b224-06c33d02d331_content_list.json,635894,Mountain Mikes Pizza LLC,692,,,,,4/2/2025 13:04,894318,Mountain_Mikes_Pizza_LLC_FDD_2024_ID635894.pdf-3293b738-9585-4518-a269-5480ae9b1ba4
C:\Users\mille\MinerU\MPC_Franchise_LLC_FDD_2024_ID637442.pdf-76bdcddb-aa55-4600-b634-a51e719bc68d\b0202256-4103-403e-85da-a4865b9fb316_content_list.json,FALSE,b0202256-4103-403e-85da-a4865b9fb316_content_list.json,637442,MPC Franchise LLC,693,,,,,4/2/2025 12:40,1097905,MPC_Franchise_LLC_FDD_2024_ID637442.pdf-76bdcddb-aa55-4600-b634-a51e719bc68d
C:\Users\mille\MinerU\Mr_Brews_Taphouse_International_LLC_FDD_2024_ID635810.pdf-fe028ec6-53e6-4239-b7e8-fd030ca00636\b8c27914-214c-4922-aab7-37d981c6cfab_content_list.json,FALSE,b8c27914-214c-4922-aab7-37d981c6cfab_content_list.json,635810,Mr Brews Taphouse International LLC,694,,,,,4/2/2025 13:03,731700,Mr_Brews_Taphouse_International_LLC_FDD_2024_ID635810.pdf-fe028ec6-53e6-4239-b7e8-fd030ca00636
C:\Users\mille\MinerU\Mr_Gattis_Operating_LLC_FDD_2024_ID636055.pdf-ac7a5eed-58c6-4eed-b055-4271667e0c25\8b22f7b6-f6ef-45f6-a8f1-7b694396695c_content_list.json,FALSE,8b22f7b6-f6ef-45f6-a8f1-7b694396695c_content_list.json,636055,Mr Gattis Operating LLC,695,,,,,4/2/2025 13:20,952652,Mr_Gattis_Operating_LLC_FDD_2024_ID636055.pdf-ac7a5eed-58c6-4eed-b055-4271667e0c25
C:\Users\mille\MinerU\Mr_Goodcents_Franchise_Systems_Inc_FDD_2024_ID635411.pdf-e3a7795d-37e3-4650-9b66-524cc1e68212\dfaac0ff-3861-4393-a9f4-9f6c5cb7d6bb_content_list.json,FALSE,dfaac0ff-3861-4393-a9f4-9f6c5cb7d6bb_content_list.json,635411,Mr Goodcents Franchise Systems Inc,696,,,,,4/2/2025 13:03,402515,Mr_Goodcents_Franchise_Systems_Inc_FDD_2024_ID635411.pdf-e3a7795d-37e3-4650-9b66-524cc1e68212
C:\Users\mille\MinerU\MR_SANDLESS_FRANCHISE_LLC_FDD_2024_ID.pdf-a548a9cc-8cc4-4599-ad1f-8ef63eb14d83\b8a992da-b1c5-4beb-b90f-5c10446f6ea5_content_list.json,FALSE,b8a992da-b1c5-4beb-b90f-5c10446f6ea5_content_list.json,,MR SANDLESS FRANCHISE LLC,697,,,,,4/2/2025 12:32,550068,MR_SANDLESS_FRANCHISE_LLC_FDD_2024_ID.pdf-a548a9cc-8cc4-4599-ad1f-8ef63eb14d83
C:\Users\mille\MinerU\Muginoho_International_Inc_FDD_2024_ID635397.pdf-724d699c-4d4f-44ac-a629-a09bbe772c53\58dc82f4-7a6f-4e0a-99f0-bc3fb72003b4_content_list.json,FALSE,58dc82f4-7a6f-4e0a-99f0-bc3fb72003b4_content_list.json,635397,Muginoho International Inc,698,,,,,4/2/2025 13:04,935815,Muginoho_International_Inc_FDD_2024_ID635397.pdf-724d699c-4d4f-44ac-a629-a09bbe772c53
C:\Users\mille\MinerU\Mulberrys_Franchising_LLC_FDD_2024_ID636549.pdf-dfaa6a89-c7d8-4a36-941c-9f48ef0294ca\5c6d95df-af4c-4f50-9123-cdbe6d3feb6f_content_list.json,FALSE,5c6d95df-af4c-4f50-9123-cdbe6d3feb6f_content_list.json,636549,Mulberrys Franchising LLC,699,,,,,4/2/2025 13:03,400462,Mulberrys_Franchising_LLC_FDD_2024_ID636549.pdf-dfaa6a89-c7d8-4a36-941c-9f48ef0294ca
C:\Users\mille\MinerU\Murphy_Business__Financial_Corporation_LLC_FDD_2024_ID635467.pdf-8299f03a-e9a4-416b-bf66-94e82fb61e09\bdb29494-bd77-482d-aae7-567fbd55f1c7_content_list.json,FALSE,bdb29494-bd77-482d-aae7-567fbd55f1c7_content_list.json,635467,Murphy Business  Financial Corporation LLC,700,,,,,4/2/2025 13:03,626049,Murphy_Business__Financial_Corporation_LLC_FDD_2024_ID635467.pdf-8299f03a-e9a4-416b-bf66-94e82fb61e09
C:\Users\mille\MinerU\Musicologie_Franchising_LLC_FDD_2024_ID637369.pdf-30a9d645-8ffe-4185-957e-366f4be4cae8\ad7facb1-1acf-402e-a468-ff142ec11e65_content_list.json,FALSE,ad7facb1-1acf-402e-a468-ff142ec11e65_content_list.json,637369,Musicologie Franchising LLC,701,,,,,4/2/2025 13:03,377250,Musicologie_Franchising_LLC_FDD_2024_ID637369.pdf-30a9d645-8ffe-4185-957e-366f4be4cae8
C:\Users\mille\MinerU\MW_Franchise_Holdings_International_LLC_FDD_2024_ID636406.pdf-02d8e86b-b315-4d88-a748-e8efbf52775e\582156ab-f315-42ba-a24a-77bf891c05a0_content_list.json,FALSE,582156ab-f315-42ba-a24a-77bf891c05a0_content_list.json,636406,MW Franchise Holdings International LLC,702,,,,,4/2/2025 12:37,771715,MW_Franchise_Holdings_International_LLC_FDD_2024_ID636406.pdf-02d8e86b-b315-4d88-a748-e8efbf52775e
C:\Users\mille\MinerU\MY_PLACE_HOTELS_OF_AMERICA_LLC_FDD_2024_ID635671.pdf-25484616-0754-412f-aacf-7bfc86bcc024\1a8dd3e7-e570-47f8-a589-30b3125c28ba_content_list.json,FALSE,1a8dd3e7-e570-47f8-a589-30b3125c28ba_content_list.json,635671,MY PLACE HOTELS OF AMERICA LLC,703,,,,,4/2/2025 12:37,469537,MY_PLACE_HOTELS_OF_AMERICA_LLC_FDD_2024_ID635671.pdf-25484616-0754-412f-aacf-7bfc86bcc024
C:\Users\mille\MinerU\M__R_Cleaning_Solutions_LLC_FDD_2024_ID637066.pdf-bddbf224-7687-47e9-95b1-0e85e8607d4e\c8ac72cf-4385-4184-912d-9bb63a827716_content_list.json,FALSE,c8ac72cf-4385-4184-912d-9bb63a827716_content_list.json,637066,M  R Cleaning Solutions LLC,704,,,,,4/2/2025 12:25,466057,M__R_Cleaning_Solutions_LLC_FDD_2024_ID637066.pdf-bddbf224-7687-47e9-95b1-0e85e8607d4e
C:\Users\mille\MinerU\Naf-Naf_Franchising_LLC_FDD_2024_ID636294.pdf-812ffee6-9d82-4cf7-b211-0e3725b64d99\49183bab-92f5-45d6-a9ba-adfdfb462cd8_content_list.json,FALSE,49183bab-92f5-45d6-a9ba-adfdfb462cd8_content_list.json,636294,Naf-Naf Franchising LLC,705,,,,,4/2/2025 13:03,684391,Naf-Naf_Franchising_LLC_FDD_2024_ID636294.pdf-812ffee6-9d82-4cf7-b211-0e3725b64d99
C:\Users\mille\MinerU\Nartov_Ventures_FDD_2024_ID635661.pdf-e41f418f-fefc-49e5-9e52-b9bba38fa107\070b302c-80b1-4a61-a5a8-f0299852205c_content_list.json,FALSE,070b302c-80b1-4a61-a5a8-f0299852205c_content_list.json,635661,Nartov Ventures,706,,,,,4/2/2025 13:04,768412,Nartov_Ventures_FDD_2024_ID635661.pdf-e41f418f-fefc-49e5-9e52-b9bba38fa107
C:\Users\mille\MinerU\National_Hunting_Lease_Network_LLC_FDD_2024_ID635883.pdf-510382e4-6680-4a60-b5b0-4fab2cad8b5d\55d4a438-dcc2-40f6-80ab-f696082a32d4_content_list.json,FALSE,55d4a438-dcc2-40f6-80ab-f696082a32d4_content_list.json,635883,National Hunting Lease Network LLC,707,,,,,4/2/2025 13:04,354817,National_Hunting_Lease_Network_LLC_FDD_2024_ID635883.pdf-510382e4-6680-4a60-b5b0-4fab2cad8b5d
C:\Users\mille\MinerU\National_Property_Inspections_Inc_FDD_2024_ID.pdf-e128f6a3-6cfb-4ab5-bde5-4beaa3702146\ba45f6f4-30f9-4944-b546-3c1740dd08f0_content_list.json,FALSE,ba45f6f4-30f9-4944-b546-3c1740dd08f0_content_list.json,,National Property Inspections Inc,708,,,,,4/2/2025 13:03,558244,National_Property_Inspections_Inc_FDD_2024_ID.pdf-e128f6a3-6cfb-4ab5-bde5-4beaa3702146
C:\Users\mille\MinerU\NativeWahl_LLC_FDD_2024_ID636846.pdf-f52dc04f-c54f-44df-bae8-505696db29da\fe117dc6-8f75-4aa9-b998-e27eff4e63f2_content_list.json,FALSE,fe117dc6-8f75-4aa9-b998-e27eff4e63f2_content_list.json,636846,NativeWahl LLC,709,,,,,4/2/2025 13:04,691817,NativeWahl_LLC_FDD_2024_ID636846.pdf-f52dc04f-c54f-44df-bae8-505696db29da
C:\Users\mille\MinerU\NaturaLawn_of_America_Inc_FDD_2024_ID635607.pdf-014d2afd-5626-46f4-b4de-bc64da9f7bef\9eee95f8-d7e2-4bad-ae1b-55a44ef0a11a_content_list.json,FALSE,9eee95f8-d7e2-4bad-ae1b-55a44ef0a11a_content_list.json,635607,NaturaLawn of America Inc,710,,,,,4/2/2025 13:03,468560,NaturaLawn_of_America_Inc_FDD_2024_ID635607.pdf-014d2afd-5626-46f4-b4de-bc64da9f7bef
C:\Users\mille\MinerU\Nautical_Boat_Clubs_LLC_FDD_2024_ID636438.pdf-8cbd48f2-f454-4293-b4dc-ade5d2c54899\21eedf28-fe3b-49cb-bb0b-4941b96a11dc_content_list.json,FALSE,21eedf28-fe3b-49cb-bb0b-4941b96a11dc_content_list.json,636438,Nautical Boat Clubs LLC,711,,,,,4/2/2025 13:03,486953,Nautical_Boat_Clubs_LLC_FDD_2024_ID636438.pdf-8cbd48f2-f454-4293-b4dc-ade5d2c54899
C:\Users\mille\MinerU\Nautical_Bowls_Franchising_LLC_FDD_2024_ID635491.pdf-c0d58cc6-82f1-4b06-bc48-e94b42763b0f\c81312c9-8277-491a-ba5e-19f9ef2e1ea9_content_list.json,FALSE,c81312c9-8277-491a-ba5e-19f9ef2e1ea9_content_list.json,635491,Nautical Bowls Franchising LLC,712,,,,,4/2/2025 13:03,534233,Nautical_Bowls_Franchising_LLC_FDD_2024_ID635491.pdf-c0d58cc6-82f1-4b06-bc48-e94b42763b0f
C:\Users\mille\MinerU\NBC_Franchisor_LLC_FDD_2024_ID636622.pdf-d33ac5d4-97d2-4090-aab4-a0ab1dc21003\e48d60dd-4f6e-47a1-becd-a1d7f31a01e4_content_list.json,FALSE,e48d60dd-4f6e-47a1-becd-a1d7f31a01e4_content_list.json,636622,NBC Franchisor LLC,713,,,,,4/2/2025 13:05,1138562,NBC_Franchisor_LLC_FDD_2024_ID636622.pdf-d33ac5d4-97d2-4090-aab4-a0ab1dc21003
C:\Users\mille\MinerU\Nekter_Franchise_Inc_FDD_2024_ID636783.pdf-162a4531-493c-488f-b631-4c0716da7b93\fecd5d3b-4e4b-4fac-aa55-e6940209e2cf_content_list.json,FALSE,fecd5d3b-4e4b-4fac-aa55-e6940209e2cf_content_list.json,636783,Nekter Franchise Inc,714,,,,,4/2/2025 13:04,770374,Nekter_Franchise_Inc_FDD_2024_ID636783.pdf-162a4531-493c-488f-b631-4c0716da7b93
C:\Users\mille\MinerU\Network_In_Action_Intl_LLC_FDD_2024_ID636428.pdf-332757c9-7128-4030-a6b8-cf1d5ff3b88b\66c42de6-a8ee-49a5-9eb1-a7692946511b_content_list.json,FALSE,66c42de6-a8ee-49a5-9eb1-a7692946511b_content_list.json,636428,Network In Action Intl LLC,715,,,,,4/2/2025 13:04,615467,Network_In_Action_Intl_LLC_FDD_2024_ID636428.pdf-332757c9-7128-4030-a6b8-cf1d5ff3b88b
C:\Users\mille\MinerU\Newks_Franchise_Company_LLC_FDD_2024_ID636577.pdf-bb084089-f750-4792-bcbb-5452fe228588\fc731245-a91e-4580-9cc9-612614e51725_content_list.json,FALSE,fc731245-a91e-4580-9cc9-612614e51725_content_list.json,636577,Newks Franchise Company LLC,716,,,,,4/2/2025 13:04,790570,Newks_Franchise_Company_LLC_FDD_2024_ID636577.pdf-bb084089-f750-4792-bcbb-5452fe228588
C:\Users\mille\MinerU\New_Again_Franchising_Inc_FDD_2024_ID636736.pdf-3abd8ca0-7d73-4799-9cf3-3603469a6271\16f7b164-3957-43b2-ac0b-b8ee6837fe65_content_list.json,FALSE,16f7b164-3957-43b2-ac0b-b8ee6837fe65_content_list.json,636736,New Again Franchising Inc,717,,,,,4/2/2025 13:03,489062,New_Again_Franchising_Inc_FDD_2024_ID636736.pdf-3abd8ca0-7d73-4799-9cf3-3603469a6271
